Drug1,Drug1_ID,Drug2,Drug2_ID,Interaction
atorvastatin,DB01076,antipyrine,DB01435,0
atorvastatin,DB01076,drugs,N/A,0
antipyrine,DB01435,drugs,N/A,0
colestipol,DB00375,atorvastatin,DB01076,0
colestipol,DB00375,colestipol,DB00375,0
atorvastatin,DB01076,colestipol,DB00375,1
colestipol,DB00375,atorvastatin,DB01076,1
cimetidine,DB00501,atorvastatin,DB01076,0
atorvastatin,DB01076,cimetidine,DB00501,0
digoxin,DB00390,atorvastatin,DB01076,0
atorvastatin,DB01076,digoxin,DB00390,0
erythromycin,DB00199,atorvastatin,DB01076,0
erythromycin,DB00199,erythromycin,DB00199,0
atorvastatin,DB01076,erythromycin,DB00199,1
contraceptives,N/A,atorvastatin,DB01076,0
contraceptives,N/A,contraceptive,N/A,0
atorvastatin,DB01076,contraceptive,N/A,1
atorvastatin,DB01076,norethindrone,N/A,1
atorvastatin,DB01076,ethinyl estradiol,N/A,1
contraceptive,N/A,norethindrone,N/A,0
contraceptive,N/A,ethinyl estradiol,N/A,0
contraceptive,N/A,atorvastatin,DB01076,1
warfarin,DB00682,atorvastatin,DB01076,0
atorvastatin,DB01076,warfarin,DB00682,0
hmg-coa reductase inhibitor,N/A,ketoconazole,DB01026,1
hmg-coa reductase inhibitor,N/A,spironolactone,DB00421,1
hmg-coa reductase inhibitor,N/A,cimetidine,DB00501,1
ketoconazole,DB01026,spironolactone,DB00421,0
spironolactone,DB00421,cimetidine,DB00501,0
glimepiride,DB00222,aspirin,N/A,1
glimepiride,DB00222,salicylate,N/A,1
glimepiride,DB00222,magnesium/choline salicylate,N/A,1
glimepiride,DB00222,trilisate,N/A,1
glimepiride,DB00222,salsalate,DB01399,1
glimepiride,DB00222,disalcid,N/A,1
glimepiride,DB00222,choline salicylate,DB14006,1
glimepiride,DB00222,arthropan,N/A,1
glimepiride,DB00222,magnesium salicylate,DB01397,1
glimepiride,DB00222,magan,N/A,1
glimepiride,DB00222,bismuth subsalicylate,DB01294,1
glimepiride,DB00222,pepto-bismol,N/A,1
aspirin,N/A,salicylate,N/A,0
aspirin,N/A,magnesium/choline salicylate,N/A,0
aspirin,N/A,trilisate,N/A,0
aspirin,N/A,salsalate,DB01399,0
aspirin,N/A,disalcid,N/A,0
aspirin,N/A,choline salicylate,DB14006,0
aspirin,N/A,arthropan,N/A,0
aspirin,N/A,magnesium salicylate,DB01397,0
aspirin,N/A,magan,N/A,0
aspirin,N/A,bismuth subsalicylate,DB01294,0
aspirin,N/A,pepto-bismol,N/A,0
salicylate,N/A,magnesium/choline salicylate,N/A,0
salicylate,N/A,trilisate,N/A,0
salicylate,N/A,salsalate,DB01399,0
salicylate,N/A,disalcid,N/A,0
salicylate,N/A,choline salicylate,DB14006,0
salicylate,N/A,arthropan,N/A,0
salicylate,N/A,magnesium salicylate,DB01397,0
salicylate,N/A,magan,N/A,0
salicylate,N/A,bismuth subsalicylate,DB01294,0
salicylate,N/A,pepto-bismol,N/A,0
magnesium/choline salicylate,N/A,trilisate,N/A,0
magnesium/choline salicylate,N/A,salsalate,DB01399,0
magnesium/choline salicylate,N/A,disalcid,N/A,0
magnesium/choline salicylate,N/A,choline salicylate,DB14006,0
magnesium/choline salicylate,N/A,arthropan,N/A,0
magnesium/choline salicylate,N/A,magnesium salicylate,DB01397,0
magnesium/choline salicylate,N/A,magan,N/A,0
magnesium/choline salicylate,N/A,bismuth subsalicylate,DB01294,0
magnesium/choline salicylate,N/A,pepto-bismol,N/A,0
trilisate,N/A,salsalate,DB01399,0
trilisate,N/A,disalcid,N/A,0
trilisate,N/A,choline salicylate,DB14006,0
trilisate,N/A,arthropan,N/A,0
trilisate,N/A,magnesium salicylate,DB01397,0
trilisate,N/A,magan,N/A,0
trilisate,N/A,bismuth subsalicylate,DB01294,0
trilisate,N/A,pepto-bismol,N/A,0
salsalate,DB01399,disalcid,N/A,0
salsalate,DB01399,choline salicylate,DB14006,0
salsalate,DB01399,arthropan,N/A,0
salsalate,DB01399,magnesium salicylate,DB01397,0
salsalate,DB01399,magan,N/A,0
salsalate,DB01399,bismuth subsalicylate,DB01294,0
salsalate,DB01399,pepto-bismol,N/A,0
disalcid,N/A,choline salicylate,DB14006,0
disalcid,N/A,arthropan,N/A,0
disalcid,N/A,magnesium salicylate,DB01397,0
disalcid,N/A,magan,N/A,0
disalcid,N/A,bismuth subsalicylate,DB01294,0
disalcid,N/A,pepto-bismol,N/A,0
choline salicylate,DB14006,arthropan,N/A,0
choline salicylate,DB14006,magnesium salicylate,DB01397,0
choline salicylate,DB14006,magan,N/A,0
choline salicylate,DB14006,bismuth subsalicylate,DB01294,0
choline salicylate,DB14006,pepto-bismol,N/A,0
arthropan,N/A,magnesium salicylate,DB01397,0
arthropan,N/A,magan,N/A,0
arthropan,N/A,bismuth subsalicylate,DB01294,0
arthropan,N/A,pepto-bismol,N/A,0
magnesium salicylate,DB01397,magan,N/A,0
magnesium salicylate,DB01397,bismuth subsalicylate,DB01294,0
magnesium salicylate,DB01397,pepto-bismol,N/A,0
magan,N/A,bismuth subsalicylate,DB01294,0
magan,N/A,pepto-bismol,N/A,0
bismuth subsalicylate,DB01294,pepto-bismol,N/A,0
nonsteroidal anti-inflammatory drug,N/A,nsaid,N/A,0
nonsteroidal anti-inflammatory drug,N/A,ibuprofen,DB01050,0
nonsteroidal anti-inflammatory drug,N/A,motrin,N/A,0
nonsteroidal anti-inflammatory drug,N/A,advil,N/A,0
nonsteroidal anti-inflammatory drug,N/A,nuprin,N/A,0
nonsteroidal anti-inflammatory drug,N/A,ketoprofen,DB01009,0
nonsteroidal anti-inflammatory drug,N/A,orudis,N/A,0
nonsteroidal anti-inflammatory drug,N/A,orudis kt,N/A,0
nonsteroidal anti-inflammatory drug,N/A,oruvail,N/A,0
nonsteroidal anti-inflammatory drug,N/A,diclofenac,DB00586,0
nonsteroidal anti-inflammatory drug,N/A,voltaren,N/A,0
nonsteroidal anti-inflammatory drug,N/A,cataflam,N/A,0
nonsteroidal anti-inflammatory drug,N/A,etodolac,DB00749,0
nonsteroidal anti-inflammatory drug,N/A,lodine,N/A,0
nonsteroidal anti-inflammatory drug,N/A,indomethacin,DB00328,0
nonsteroidal anti-inflammatory drug,N/A,indocin,N/A,0
nonsteroidal anti-inflammatory drug,N/A,nabumetone,DB00461,0
nonsteroidal anti-inflammatory drug,N/A,relafen,N/A,0
nonsteroidal anti-inflammatory drug,N/A,oxaprozin,DB00991,0
nonsteroidal anti-inflammatory drug,N/A,daypro,N/A,0
nonsteroidal anti-inflammatory drug,N/A,naproxen,DB00788,0
nonsteroidal anti-inflammatory drug,N/A,anaprox,N/A,0
nonsteroidal anti-inflammatory drug,N/A,naprosyn,N/A,0
nonsteroidal anti-inflammatory drug,N/A,aleve,N/A,0
nsaid,N/A,ibuprofen,DB01050,0
nsaid,N/A,motrin,N/A,0
nsaid,N/A,advil,N/A,0
nsaid,N/A,nuprin,N/A,0
nsaid,N/A,ketoprofen,DB01009,0
nsaid,N/A,orudis,N/A,0
nsaid,N/A,orudis kt,N/A,0
nsaid,N/A,oruvail,N/A,0
nsaid,N/A,diclofenac,DB00586,0
nsaid,N/A,voltaren,N/A,0
nsaid,N/A,cataflam,N/A,0
nsaid,N/A,etodolac,DB00749,0
nsaid,N/A,lodine,N/A,0
nsaid,N/A,indomethacin,DB00328,0
nsaid,N/A,indocin,N/A,0
nsaid,N/A,nabumetone,DB00461,0
nsaid,N/A,relafen,N/A,0
nsaid,N/A,oxaprozin,DB00991,0
nsaid,N/A,daypro,N/A,0
nsaid,N/A,naproxen,DB00788,0
nsaid,N/A,anaprox,N/A,0
nsaid,N/A,naprosyn,N/A,0
nsaid,N/A,aleve,N/A,0
ibuprofen,DB01050,motrin,N/A,0
ibuprofen,DB01050,advil,N/A,0
ibuprofen,DB01050,nuprin,N/A,0
ibuprofen,DB01050,ketoprofen,DB01009,0
ibuprofen,DB01050,orudis,N/A,0
ibuprofen,DB01050,orudis kt,N/A,0
ibuprofen,DB01050,oruvail,N/A,0
ibuprofen,DB01050,diclofenac,DB00586,0
ibuprofen,DB01050,voltaren,N/A,0
ibuprofen,DB01050,cataflam,N/A,0
ibuprofen,DB01050,etodolac,DB00749,0
ibuprofen,DB01050,lodine,N/A,0
ibuprofen,DB01050,indocin,N/A,0
ibuprofen,DB01050,nabumetone,DB00461,0
ibuprofen,DB01050,relafen,N/A,0
ibuprofen,DB01050,oxaprozin,DB00991,0
ibuprofen,DB01050,daypro,N/A,0
ibuprofen,DB01050,naproxen,DB00788,0
ibuprofen,DB01050,anaprox,N/A,0
ibuprofen,DB01050,naprosyn,N/A,0
ibuprofen,DB01050,aleve,N/A,0
motrin,N/A,advil,N/A,0
motrin,N/A,nuprin,N/A,0
motrin,N/A,ketoprofen,DB01009,0
motrin,N/A,orudis,N/A,0
motrin,N/A,orudis kt,N/A,0
motrin,N/A,oruvail,N/A,0
motrin,N/A,diclofenac,DB00586,0
motrin,N/A,voltaren,N/A,0
motrin,N/A,cataflam,N/A,0
motrin,N/A,etodolac,DB00749,0
motrin,N/A,lodine,N/A,0
motrin,N/A,indomethacin,DB00328,0
motrin,N/A,indocin,N/A,0
motrin,N/A,nabumetone,DB00461,0
motrin,N/A,relafen,N/A,0
motrin,N/A,oxaprozin,DB00991,0
motrin,N/A,daypro,N/A,0
motrin,N/A,naproxen,DB00788,0
motrin,N/A,anaprox,N/A,0
motrin,N/A,naprosyn,N/A,0
motrin,N/A,aleve,N/A,0
advil,N/A,nuprin,N/A,0
advil,N/A,ketoprofen,DB01009,0
advil,N/A,orudis,N/A,0
advil,N/A,orudis kt,N/A,0
advil,N/A,oruvail,N/A,0
advil,N/A,diclofenac,DB00586,0
advil,N/A,voltaren,N/A,0
advil,N/A,cataflam,N/A,0
advil,N/A,etodolac,DB00749,0
advil,N/A,lodine,N/A,0
advil,N/A,indomethacin,DB00328,0
advil,N/A,indocin,N/A,0
advil,N/A,nabumetone,DB00461,0
advil,N/A,relafen,N/A,0
advil,N/A,oxaprozin,DB00991,0
advil,N/A,daypro,N/A,0
advil,N/A,naproxen,DB00788,0
advil,N/A,anaprox,N/A,0
advil,N/A,naprosyn,N/A,0
advil,N/A,aleve,N/A,0
nuprin,N/A,ketoprofen,DB01009,0
nuprin,N/A,orudis,N/A,0
nuprin,N/A,orudis kt,N/A,0
nuprin,N/A,oruvail,N/A,0
nuprin,N/A,diclofenac,DB00586,0
nuprin,N/A,voltaren,N/A,0
nuprin,N/A,cataflam,N/A,0
nuprin,N/A,etodolac,DB00749,0
nuprin,N/A,lodine,N/A,0
nuprin,N/A,indomethacin,DB00328,0
nuprin,N/A,indocin,N/A,0
nuprin,N/A,nabumetone,DB00461,0
nuprin,N/A,relafen,N/A,0
nuprin,N/A,oxaprozin,DB00991,0
nuprin,N/A,daypro,N/A,0
nuprin,N/A,naproxen,DB00788,0
nuprin,N/A,anaprox,N/A,0
nuprin,N/A,naprosyn,N/A,0
nuprin,N/A,aleve,N/A,0
ketoprofen,DB01009,orudis,N/A,0
ketoprofen,DB01009,orudis kt,N/A,0
ketoprofen,DB01009,oruvail,N/A,0
ketoprofen,DB01009,diclofenac,DB00586,0
ketoprofen,DB01009,voltaren,N/A,0
ketoprofen,DB01009,cataflam,N/A,0
ketoprofen,DB01009,etodolac,DB00749,0
ketoprofen,DB01009,lodine,N/A,0
ketoprofen,DB01009,indomethacin,DB00328,0
ketoprofen,DB01009,indocin,N/A,0
ketoprofen,DB01009,nabumetone,DB00461,0
ketoprofen,DB01009,relafen,N/A,0
ketoprofen,DB01009,oxaprozin,DB00991,0
ketoprofen,DB01009,daypro,N/A,0
ketoprofen,DB01009,naproxen,DB00788,0
ketoprofen,DB01009,anaprox,N/A,0
ketoprofen,DB01009,naprosyn,N/A,0
ketoprofen,DB01009,aleve,N/A,0
orudis,N/A,orudis kt,N/A,0
orudis,N/A,oruvail,N/A,0
orudis,N/A,diclofenac,DB00586,0
orudis,N/A,voltaren,N/A,0
orudis,N/A,cataflam,N/A,0
orudis,N/A,etodolac,DB00749,0
orudis,N/A,lodine,N/A,0
orudis,N/A,indomethacin,DB00328,0
orudis,N/A,indocin,N/A,0
orudis,N/A,nabumetone,DB00461,0
orudis,N/A,relafen,N/A,0
orudis,N/A,oxaprozin,DB00991,0
orudis,N/A,daypro,N/A,0
orudis,N/A,naproxen,DB00788,0
orudis,N/A,anaprox,N/A,0
orudis,N/A,naprosyn,N/A,0
orudis,N/A,aleve,N/A,0
orudis kt,N/A,oruvail,N/A,0
orudis kt,N/A,diclofenac,DB00586,0
orudis kt,N/A,voltaren,N/A,0
orudis kt,N/A,cataflam,N/A,0
orudis kt,N/A,etodolac,DB00749,0
orudis kt,N/A,lodine,N/A,0
orudis kt,N/A,indomethacin,DB00328,0
orudis kt,N/A,indocin,N/A,0
orudis kt,N/A,nabumetone,DB00461,0
orudis kt,N/A,relafen,N/A,0
orudis kt,N/A,oxaprozin,DB00991,0
orudis kt,N/A,daypro,N/A,0
orudis kt,N/A,naproxen,DB00788,0
orudis kt,N/A,anaprox,N/A,0
orudis kt,N/A,naprosyn,N/A,0
orudis kt,N/A,aleve,N/A,0
oruvail,N/A,diclofenac,DB00586,0
oruvail,N/A,voltaren,N/A,0
oruvail,N/A,cataflam,N/A,0
oruvail,N/A,etodolac,DB00749,0
oruvail,N/A,lodine,N/A,0
oruvail,N/A,indomethacin,DB00328,0
oruvail,N/A,indocin,N/A,0
oruvail,N/A,nabumetone,DB00461,0
oruvail,N/A,relafen,N/A,0
oruvail,N/A,oxaprozin,DB00991,0
oruvail,N/A,daypro,N/A,0
oruvail,N/A,naproxen,DB00788,0
oruvail,N/A,anaprox,N/A,0
oruvail,N/A,naprosyn,N/A,0
oruvail,N/A,aleve,N/A,0
diclofenac,DB00586,voltaren,N/A,0
diclofenac,DB00586,cataflam,N/A,0
diclofenac,DB00586,etodolac,DB00749,0
diclofenac,DB00586,lodine,N/A,0
diclofenac,DB00586,indomethacin,DB00328,0
diclofenac,DB00586,indocin,N/A,0
diclofenac,DB00586,nabumetone,DB00461,0
diclofenac,DB00586,relafen,N/A,0
diclofenac,DB00586,oxaprozin,DB00991,0
diclofenac,DB00586,daypro,N/A,0
diclofenac,DB00586,naproxen,DB00788,0
diclofenac,DB00586,anaprox,N/A,0
diclofenac,DB00586,naprosyn,N/A,0
diclofenac,DB00586,aleve,N/A,0
voltaren,N/A,cataflam,N/A,0
voltaren,N/A,etodolac,DB00749,0
voltaren,N/A,lodine,N/A,0
voltaren,N/A,indomethacin,DB00328,0
voltaren,N/A,indocin,N/A,0
voltaren,N/A,nabumetone,DB00461,0
voltaren,N/A,relafen,N/A,0
voltaren,N/A,oxaprozin,DB00991,0
voltaren,N/A,daypro,N/A,0
voltaren,N/A,naproxen,DB00788,0
voltaren,N/A,anaprox,N/A,0
voltaren,N/A,naprosyn,N/A,0
voltaren,N/A,aleve,N/A,0
cataflam,N/A,etodolac,DB00749,0
cataflam,N/A,lodine,N/A,0
cataflam,N/A,indomethacin,DB00328,0
cataflam,N/A,indocin,N/A,0
cataflam,N/A,nabumetone,DB00461,0
cataflam,N/A,relafen,N/A,0
cataflam,N/A,oxaprozin,DB00991,0
cataflam,N/A,daypro,N/A,0
cataflam,N/A,naproxen,DB00788,0
cataflam,N/A,anaprox,N/A,0
cataflam,N/A,naprosyn,N/A,0
cataflam,N/A,aleve,N/A,0
etodolac,DB00749,lodine,N/A,0
etodolac,DB00749,indomethacin,DB00328,0
etodolac,DB00749,indocin,N/A,0
etodolac,DB00749,nabumetone,DB00461,0
etodolac,DB00749,relafen,N/A,0
etodolac,DB00749,oxaprozin,DB00991,0
etodolac,DB00749,daypro,N/A,0
etodolac,DB00749,naproxen,DB00788,0
etodolac,DB00749,anaprox,N/A,0
etodolac,DB00749,naprosyn,N/A,0
etodolac,DB00749,aleve,N/A,0
lodine,N/A,indomethacin,DB00328,0
lodine,N/A,indocin,N/A,0
lodine,N/A,nabumetone,DB00461,0
lodine,N/A,relafen,N/A,0
lodine,N/A,oxaprozin,DB00991,0
lodine,N/A,daypro,N/A,0
lodine,N/A,naproxen,DB00788,0
lodine,N/A,anaprox,N/A,0
lodine,N/A,naprosyn,N/A,0
lodine,N/A,aleve,N/A,0
indomethacin,DB00328,indocin,N/A,0
indomethacin,DB00328,nabumetone,DB00461,0
indomethacin,DB00328,relafen,N/A,0
indomethacin,DB00328,oxaprozin,DB00991,0
indomethacin,DB00328,daypro,N/A,0
indomethacin,DB00328,naproxen,DB00788,0
indomethacin,DB00328,anaprox,N/A,0
indomethacin,DB00328,naprosyn,N/A,0
indomethacin,DB00328,aleve,N/A,0
indocin,N/A,nabumetone,DB00461,0
indocin,N/A,relafen,N/A,0
indocin,N/A,oxaprozin,DB00991,0
indocin,N/A,daypro,N/A,0
indocin,N/A,naproxen,DB00788,0
indocin,N/A,anaprox,N/A,0
indocin,N/A,naprosyn,N/A,0
indocin,N/A,aleve,N/A,0
nabumetone,DB00461,relafen,N/A,0
nabumetone,DB00461,oxaprozin,DB00991,0
nabumetone,DB00461,daypro,N/A,0
nabumetone,DB00461,naproxen,DB00788,0
nabumetone,DB00461,anaprox,N/A,0
nabumetone,DB00461,naprosyn,N/A,0
nabumetone,DB00461,aleve,N/A,0
relafen,N/A,oxaprozin,DB00991,0
relafen,N/A,daypro,N/A,0
relafen,N/A,naproxen,DB00788,0
relafen,N/A,anaprox,N/A,0
relafen,N/A,naprosyn,N/A,0
relafen,N/A,aleve,N/A,0
oxaprozin,DB00991,daypro,N/A,0
oxaprozin,DB00991,naproxen,DB00788,0
oxaprozin,DB00991,anaprox,N/A,0
oxaprozin,DB00991,naprosyn,N/A,0
oxaprozin,DB00991,aleve,N/A,0
daypro,N/A,naproxen,DB00788,0
daypro,N/A,anaprox,N/A,0
daypro,N/A,naprosyn,N/A,0
daypro,N/A,aleve,N/A,0
naproxen,DB00788,anaprox,N/A,0
naproxen,DB00788,naprosyn,N/A,0
naproxen,DB00788,aleve,N/A,0
anaprox,N/A,naprosyn,N/A,0
anaprox,N/A,aleve,N/A,0
naprosyn,N/A,aleve,N/A,0
sulfamethoxazole,DB01015,trimethoprim,DB00440,0
sulfamethoxazole,DB01015,bactrim,N/A,0
sulfamethoxazole,DB01015,septra,N/A,0
sulfamethoxazole,DB01015,sulfisoxazole,DB00263,0
sulfamethoxazole,DB01015,gantrisin,N/A,0
sulfamethoxazole,DB01015,sulfasalazine,DB00795,0
sulfamethoxazole,DB01015,azulfidine,N/A,0
trimethoprim,DB00440,bactrim,N/A,0
trimethoprim,DB00440,septra,N/A,0
trimethoprim,DB00440,sulfisoxazole,DB00263,0
trimethoprim,DB00440,gantrisin,N/A,0
trimethoprim,DB00440,sulfasalazine,DB00795,0
trimethoprim,DB00440,azulfidine,N/A,0
bactrim,N/A,septra,N/A,0
bactrim,N/A,sulfisoxazole,DB00263,0
bactrim,N/A,gantrisin,N/A,0
bactrim,N/A,sulfasalazine,DB00795,0
bactrim,N/A,azulfidine,N/A,0
septra,N/A,sulfisoxazole,DB00263,0
septra,N/A,gantrisin,N/A,0
septra,N/A,sulfasalazine,DB00795,0
septra,N/A,azulfidine,N/A,0
sulfisoxazole,DB00263,gantrisin,N/A,0
sulfisoxazole,DB00263,sulfasalazine,DB00795,0
sulfisoxazole,DB00263,azulfidine,N/A,0
gantrisin,N/A,sulfasalazine,DB00795,0
gantrisin,N/A,azulfidine,N/A,0
sulfasalazine,DB00795,azulfidine,N/A,0
monoamine oxidase inhibitor,N/A,maoi,N/A,0
monoamine oxidase inhibitor,N/A,isocarboxazid,DB01247,0
monoamine oxidase inhibitor,N/A,marplan,N/A,0
monoamine oxidase inhibitor,N/A,tranylcypromine,DB00752,0
monoamine oxidase inhibitor,N/A,parnate,N/A,0
monoamine oxidase inhibitor,N/A,phenelzine,DB00780,0
monoamine oxidase inhibitor,N/A,nardil,N/A,0
maoi,N/A,isocarboxazid,DB01247,0
maoi,N/A,marplan,N/A,0
maoi,N/A,tranylcypromine,DB00752,0
maoi,N/A,parnate,N/A,0
maoi,N/A,phenelzine,DB00780,0
maoi,N/A,nardil,N/A,0
isocarboxazid,DB01247,marplan,N/A,0
isocarboxazid,DB01247,tranylcypromine,DB00752,0
isocarboxazid,DB01247,parnate,N/A,0
isocarboxazid,DB01247,phenelzine,DB00780,0
isocarboxazid,DB01247,nardil,N/A,0
marplan,N/A,tranylcypromine,DB00752,0
marplan,N/A,parnate,N/A,0
marplan,N/A,phenelzine,DB00780,0
marplan,N/A,nardil,N/A,0
tranylcypromine,DB00752,parnate,N/A,0
tranylcypromine,DB00752,phenelzine,DB00780,0
tranylcypromine,DB00752,nardil,N/A,0
parnate,N/A,phenelzine,DB00780,0
parnate,N/A,nardil,N/A,0
phenelzine,DB00780,nardil,N/A,0
beta-blocker,N/A,propranolol,DB00571,0
beta-blocker,N/A,inderal,N/A,0
beta-blocker,N/A,atenolol,DB00335,0
beta-blocker,N/A,tenormin,N/A,0
beta-blocker,N/A,acebutolol,DB01193,0
beta-blocker,N/A,sectral,N/A,0
beta-blocker,N/A,metoprolol,DB00264,0
beta-blocker,N/A,lopressor,N/A,0
propranolol,DB00571,inderal,N/A,0
propranolol,DB00571,atenolol,DB00335,0
propranolol,DB00571,tenormin,N/A,0
propranolol,DB00571,acebutolol,DB01193,0
propranolol,DB00571,sectral,N/A,0
propranolol,DB00571,metoprolol,DB00264,0
propranolol,DB00571,lopressor,N/A,0
inderal,N/A,atenolol,DB00335,0
inderal,N/A,tenormin,N/A,0
inderal,N/A,acebutolol,DB01193,0
inderal,N/A,sectral,N/A,0
inderal,N/A,metoprolol,DB00264,0
inderal,N/A,lopressor,N/A,0
atenolol,DB00335,tenormin,N/A,0
atenolol,DB00335,acebutolol,DB01193,0
atenolol,DB00335,sectral,N/A,0
atenolol,DB00335,metoprolol,DB00264,0
atenolol,DB00335,lopressor,N/A,0
tenormin,N/A,acebutolol,DB01193,0
tenormin,N/A,sectral,N/A,0
tenormin,N/A,metoprolol,DB00264,0
tenormin,N/A,lopressor,N/A,0
acebutolol,DB01193,sectral,N/A,0
acebutolol,DB01193,metoprolol,DB00264,0
acebutolol,DB01193,lopressor,N/A,0
sectral,N/A,metoprolol,DB00264,0
sectral,N/A,lopressor,N/A,0
metoprolol,DB00264,lopressor,N/A,0
diuretic,N/A,hydrochlorothiazide,DB00999,0
diuretic,N/A,hctz,N/A,0
diuretic,N/A,hydrodiuril,N/A,0
diuretic,N/A,chlorothiazide,DB00880,0
diuretic,N/A,diuril,N/A,0
hydrochlorothiazide,DB00999,hctz,N/A,0
hydrochlorothiazide,DB00999,hydrodiuril,N/A,0
hydrochlorothiazide,DB00999,chlorothiazide,DB00880,0
hydrochlorothiazide,DB00999,diuril,N/A,0
hctz,N/A,hydrodiuril,N/A,0
hctz,N/A,chlorothiazide,DB00880,0
hctz,N/A,diuril,N/A,0
hydrodiuril,N/A,chlorothiazide,DB00880,0
hydrodiuril,N/A,diuril,N/A,0
chlorothiazide,DB00880,diuril,N/A,0
steroid medicine,N/A,prednisone,DB00635,0
steroid medicine,N/A,deltasone,N/A,0
steroid medicine,N/A,orasone,N/A,0
steroid medicine,N/A,methylprednisolone,DB00959,0
steroid medicine,N/A,medrol,N/A,0
steroid medicine,N/A,prednisolone,DB00860,0
steroid medicine,N/A,prelone,N/A,0
steroid medicine,N/A,pediapred,N/A,0
prednisone,DB00635,deltasone,N/A,0
prednisone,DB00635,orasone,N/A,0
prednisone,DB00635,methylprednisolone,DB00959,0
prednisone,DB00635,medrol,N/A,0
prednisone,DB00635,prednisolone,DB00860,0
prednisone,DB00635,prelone,N/A,0
prednisone,DB00635,pediapred,N/A,0
deltasone,N/A,orasone,N/A,0
deltasone,N/A,methylprednisolone,DB00959,0
deltasone,N/A,medrol,N/A,0
deltasone,N/A,prednisolone,DB00860,0
deltasone,N/A,prelone,N/A,0
deltasone,N/A,pediapred,N/A,0
orasone,N/A,methylprednisolone,DB00959,0
orasone,N/A,medrol,N/A,0
orasone,N/A,prednisolone,DB00860,0
orasone,N/A,prelone,N/A,0
orasone,N/A,pediapred,N/A,0
methylprednisolone,DB00959,medrol,N/A,0
methylprednisolone,DB00959,prednisolone,DB00860,0
methylprednisolone,DB00959,prelone,N/A,0
methylprednisolone,DB00959,pediapred,N/A,0
medrol,N/A,prednisolone,DB00860,0
medrol,N/A,prelone,N/A,0
medrol,N/A,pediapred,N/A,0
prednisolone,DB00860,pediapred,N/A,0
prelone,N/A,pediapred,N/A,0
phenothiazine,DB11447,chlorpromazine,DB00477,0
phenothiazine,DB11447,thorazine,N/A,0
phenothiazine,DB11447,fluphenazine,DB00623,0
phenothiazine,DB11447,prolixin,N/A,0
phenothiazine,DB11447,permitil,N/A,0
phenothiazine,DB11447,prochlorperazine,DB00433,0
phenothiazine,DB11447,compazine,N/A,0
phenothiazine,DB11447,promethazine,DB01069,0
phenothiazine,DB11447,phenergan,N/A,0
chlorpromazine,DB00477,permitil,N/A,0
thorazine,N/A,permitil,N/A,0
fluphenazine,DB00623,permitil,N/A,0
prolixin,N/A,permitil,N/A,0
permitil,N/A,prochlorperazine,DB00433,0
permitil,N/A,compazine,N/A,0
permitil,N/A,promethazine,DB01069,0
permitil,N/A,phenergan,N/A,0
phenytoin,DB00252,dilantin,N/A,0
rifampin,N/A,rifadin,N/A,0
rifampin,N/A,rifamate,N/A,0
rifadin,N/A,rifamate,N/A,0
hemabate,N/A,oxytocic agents,N/A,1
furosemide,DB00695,aminoglycoside antibiotics,N/A,1
furosemide,DB00695,ethacrynic acid,N/A,1
salicylates,N/A,furosemide,DB00695,1
salicylates,N/A,salicylate,N/A,0
furosemide,DB00695,salicylate,N/A,0
furosemide,DB00695,tubocurarine,DB01199,1
furosemide,DB00695,succinylcholine,DB00202,1
lithium,N/A,diuretics,N/A,1
diuretics,N/A,lithium,N/A,0
furosemide,DB00695,antihypertensive drugs,N/A,1
ganglionic adrenergic blocking drugs,N/A,peripheral adrenergic blocking drugs,N/A,0
furosemide,DB00695,norepinephrine,DB00368,1
sucralfate,DB00364,furosemide,DB00695,0
furosemide,DB00695,sucralfate,DB00364,1
furosemide,DB00695,nsaids,N/A,1
indomethacin,DB00328,furosemide,DB00695,0
warfarin,DB00682,meclofenamate sodium,N/A,1
meclofenamate sodium,N/A,warfarin,DB00682,0
meclofenamate sodium,N/A,warfarin,DB00682,0
aspirin,N/A,meclofenamate sodium,N/A,0
aspirin,N/A,meclofenamate sodium,N/A,0
meclofenamate sodium,N/A,aspirin,N/A,0
meclofenamate sodium,N/A,meclofenamate sodium,N/A,0
meclofenamate sodium,N/A,salicylate,N/A,0
propoxyphene,N/A,propoxyphene hydrochloride,N/A,0
propoxyphene,N/A,meclofenamate sodium,N/A,0
propoxyphene hydrochloride,N/A,meclofenamate sodium,N/A,0
antacids,N/A,meclofenamate sodium,N/A,0
aluminum hydroxide,DB06723,meclofenamate sodium,N/A,0
magnesium hydroxide,DB09104,meclofenamate sodium,N/A,0
bacteriostatic antibiotics,N/A,chloramphenicol,DB00446,0
bacteriostatic antibiotics,N/A,erythromycins,N/A,0
bacteriostatic antibiotics,N/A,sulfonamides,N/A,0
bacteriostatic antibiotics,N/A,tetracyclines,N/A,0
bacteriostatic antibiotics,N/A,penicillins,N/A,0
chloramphenicol,DB00446,erythromycins,N/A,0
chloramphenicol,DB00446,sulfonamides,N/A,0
chloramphenicol,DB00446,tetracyclines,N/A,0
chloramphenicol,DB00446,penicillins,N/A,1
erythromycins,N/A,sulfonamides,N/A,0
erythromycins,N/A,tetracyclines,N/A,0
erythromycins,N/A,penicillins,N/A,1
sulfonamides,N/A,penicillins,N/A,1
tetracyclines,N/A,penicillins,N/A,1
