Drug1,Drug2,Interaction
ALFENTA,opioids,1
ALFENTA,anesthetics,1
CNS depressants,tranquilizers,0
CNS depressants,opioids,0
barbiturates,tranquilizers,0
barbiturates,opioids,0
tranquilizers,opioids,0
tranquilizers,anesthetics,0
volatile inhalation anesthetics,ALFENTA,0
volatile inhalation anesthetics,erythromycin,0
ALFENTA,erythromycin,0
ALFENTA,ALFENTA,0
erythromycin,ALFENTA,0
Cimetidine,ALFENTA,1
barbiturates,alcohol,0
Diphenoxylate HCl,atropine sulfate,0
Diphenoxylate HCl,MAO inhibitors,1
Diphenoxylate HCl,diphenoxylate hydrochloride,0
atropine sulfate,MAO inhibitors,1
atropine sulfate,diphenoxylate hydrochloride,0
MAO inhibitors,diphenoxylate hydrochloride,0
Exjade,aluminum,1
Exjade,antacid preparations,0
aluminum,antacid preparations,0
deferasirox,aluminum,0
deferasirox,iron,0
deferasirox,Exjade,0
deferasirox,antacid preparations,0
aluminum,Exjade,0
aluminum,aluminum,0
iron,Exjade,0
iron,aluminum,0
iron,antacid preparations,0
Exjade,digoxin,0
digoxin,Exjade,0
Exjade,vitamin C,0
Exjade,hydroxyurea,0
deferasirox,hydroxyurea,0
codeine,alcohol,1
codeine,antihistamines,0
codeine,psychotropics,1
alcohol,antihistamines,0
alcohol,psychotropics,0
antihistamines,psychotropics,0
dextromethorphan,monoamine oxidase inhibitors,1
dextromethorphan,MAOIs,1
monoamine oxidase inhibitors,MAOIs,0
dextromethorphan hydrobromide,alcohol,1
dextromethorphan hydrobromide,antihistamines,1
dextromethorphan hydrobromide,psychotropics,1
AMEVIVE,immunosuppressive,0
AMEVIVE,AMEVIVE,0
irinotecan,5-FU,0
irinotecan,leucovorin,0
irinotecan,AVASTIN,0
5-FU,leucovorin,0
5-FU,AVASTIN,0
leucovorin,AVASTIN,0
Irinotecan,AVASTIN,0
SN38,irinotecan,0
SN38,AVASTIN,0
Desmopressin,Desmopressin,0
Cholestyramine,resin,0
Cholestyramine,phenylbutazone,1
Cholestyramine,warfarin,1
Cholestyramine,thiazide diuretics,0
Cholestyramine,propranolol,1
Cholestyramine,tetracycline,1
Cholestyramine,penicillin G,1
Cholestyramine,phenobarbital,1
Cholestyramine,thyroxine,1
Cholestyramine,estrogens,1
Cholestyramine,progestins,1
Cholestyramine,digitalis,0
resin,phenylbutazone,0
resin,warfarin,0
resin,thiazide diuretics,0
resin,propranolol,0
resin,tetracycline,0
resin,penicillin G,0
resin,phenobarbital,0
resin,thyroxine,0
resin,estrogens,0
resin,progestins,0
resin,digitalis,0
phenylbutazone,warfarin,0
phenylbutazone,thiazide diuretics,0
phenylbutazone,propranolol,0
phenylbutazone,tetracycline,0
phenylbutazone,penicillin G,0
phenylbutazone,phenobarbital,0
phenylbutazone,thyroxine,0
phenylbutazone,estrogens,0
phenylbutazone,progestins,0
phenylbutazone,digitalis,0
warfarin,thiazide diuretics,0
warfarin,tetracycline,0
warfarin,penicillin G,0
warfarin,phenobarbital,0
warfarin,thyroxine,0
warfarin,estrogens,0
warfarin,progestins,0
warfarin,digitalis,0
thiazide diuretics,propranolol,0
thiazide diuretics,tetracycline,0
thiazide diuretics,penicillin G,0
thiazide diuretics,phenobarbital,0
thiazide diuretics,thyroxine,0
thiazide diuretics,estrogens,0
thiazide diuretics,progestins,0
thiazide diuretics,digitalis,1
propranolol,tetracycline,0
propranolol,penicillin G,0
propranolol,phenobarbital,0
propranolol,thyroxine,0
propranolol,estrogens,0
propranolol,progestins,0
propranolol,digitalis,0
tetracycline,penicillin G,0
tetracycline,phenobarbital,0
tetracycline,thyroxine,0
tetracycline,estrogens,0
tetracycline,progestins,0
tetracycline,digitalis,0
penicillin G,phenobarbital,0
penicillin G,thyroxine,0
penicillin G,estrogens,0
penicillin G,progestins,0
penicillin G,digitalis,0
phenobarbital,thyroxine,0
phenobarbital,estrogens,0
phenobarbital,progestins,1
phenobarbital,digitalis,0
thyroxine,estrogens,0
thyroxine,progestins,0
thyroxine,digitalis,0
estrogens,progestins,0
estrogens,digitalis,0
progestins,digitalis,0
resin,cholestyramine,0
resin,resin,0
cholestyramine,resin,0
cholestyramine,digitalis,1
cholestyramine,cholestyramine,0
digitalis,cholestyramine,0
digitalis,resin,0
cholestyramine,fat soluble vitamins,0
resin,fat soluble vitamins,0
cholestyramine,fat-soluble vitamins,0
resin,fat-soluble vitamins,0
CHOLESTYRAMINE,RESIN,0
CHOLESTYRAMINE,CHOLESTYRAMINE,0
RESIN,CHOLESTYRAMINE,0
RESIN,RESIN,0
Carbamazepine,"carbamazepine 10,11-epoxide",0
EQUETROTM,Acetazolamide,1
EQUETROTM,azole antifungals,1
EQUETROTM,cimetidine,1
EQUETROTM,clarithromycin,1
EQUETROTM,dalfopristin,1
EQUETROTM,danazol,1
EQUETROTM,delavirdine,1
EQUETROTM,diltiazem,1
EQUETROTM,erythromycin,1
EQUETROTM,fluoxetine,1
EQUETROTM,fluvoxamine,1
EQUETROTM,isoniazid,1
EQUETROTM,itraconazole,1
EQUETROTM,ketoconazole,1
EQUETROTM,loratadine,1
EQUETROTM,nefazodone,1
EQUETROTM,niacinamide,1
EQUETROTM,nicotinamide,1
EQUETROTM,protease inhibitors,1
EQUETROTM,propoxyphene,1
EQUETROTM,quinine,1
EQUETROTM,quinupristin,1
EQUETROTM,troleandomycin,1
EQUETROTM,valproate,1
EQUETROTM,verapamil,1
EQUETROTM,zileuton,1
Acetazolamide,azole antifungals,0
Acetazolamide,cimetidine,0
Acetazolamide,clarithromycin,0
Acetazolamide,dalfopristin,0
Acetazolamide,danazol,0
Acetazolamide,delavirdine,0
Acetazolamide,diltiazem,0
Acetazolamide,erythromycin,0
Acetazolamide,fluoxetine,0
Acetazolamide,fluvoxamine,0
Acetazolamide,isoniazid,0
Acetazolamide,itraconazole,0
Acetazolamide,ketoconazole,0
Acetazolamide,loratadine,0
Acetazolamide,nefazodone,0
Acetazolamide,niacinamide,0
Acetazolamide,nicotinamide,0
Acetazolamide,protease inhibitors,0
Acetazolamide,propoxyphene,0
Acetazolamide,quinine,0
Acetazolamide,quinupristin,0
Acetazolamide,troleandomycin,0
Acetazolamide,valproate,0
Acetazolamide,verapamil,0
Acetazolamide,zileuton,0
azole antifungals,cimetidine,0
azole antifungals,clarithromycin,0
azole antifungals,dalfopristin,0
azole antifungals,danazol,0
azole antifungals,delavirdine,0
azole antifungals,diltiazem,0
azole antifungals,erythromycin,0
azole antifungals,fluoxetine,0
azole antifungals,fluvoxamine,0
azole antifungals,isoniazid,0
azole antifungals,itraconazole,0
azole antifungals,ketoconazole,0
azole antifungals,loratadine,0
azole antifungals,nefazodone,0
azole antifungals,niacinamide,0
azole antifungals,nicotinamide,0
azole antifungals,protease inhibitors,0
azole antifungals,propoxyphene,0
azole antifungals,quinine,0
azole antifungals,quinupristin,0
azole antifungals,troleandomycin,0
azole antifungals,valproate,0
azole antifungals,verapamil,0
azole antifungals,zileuton,0
cimetidine,clarithromycin,0
cimetidine,dalfopristin,0
cimetidine,danazol,0
cimetidine,delavirdine,0
cimetidine,diltiazem,0
cimetidine,erythromycin,0
cimetidine,fluoxetine,0
cimetidine,fluvoxamine,0
cimetidine,isoniazid,0
cimetidine,itraconazole,0
cimetidine,loratadine,0
cimetidine,nefazodone,0
cimetidine,niacinamide,0
cimetidine,nicotinamide,0
cimetidine,protease inhibitors,0
cimetidine,propoxyphene,0
cimetidine,quinine,0
cimetidine,quinupristin,0
cimetidine,troleandomycin,0
cimetidine,valproate,0
cimetidine,verapamil,0
cimetidine,zileuton,0
clarithromycin,dalfopristin,0
clarithromycin,danazol,0
clarithromycin,delavirdine,0
clarithromycin,diltiazem,0
clarithromycin,fluoxetine,0
clarithromycin,fluvoxamine,0
clarithromycin,isoniazid,0
clarithromycin,ketoconazole,0
clarithromycin,loratadine,0
clarithromycin,niacinamide,0
clarithromycin,nicotinamide,0
clarithromycin,protease inhibitors,0
clarithromycin,propoxyphene,0
clarithromycin,quinine,0
clarithromycin,quinupristin,0
clarithromycin,valproate,0
clarithromycin,verapamil,0
clarithromycin,zileuton,0
dalfopristin,danazol,0
dalfopristin,delavirdine,0
dalfopristin,diltiazem,0
dalfopristin,erythromycin,0
dalfopristin,fluoxetine,0
dalfopristin,fluvoxamine,0
dalfopristin,isoniazid,0
dalfopristin,itraconazole,0
dalfopristin,ketoconazole,0
dalfopristin,loratadine,0
dalfopristin,nefazodone,0
dalfopristin,niacinamide,0
dalfopristin,nicotinamide,0
dalfopristin,protease inhibitors,0
dalfopristin,propoxyphene,0
dalfopristin,quinine,0
dalfopristin,quinupristin,0
dalfopristin,troleandomycin,0
dalfopristin,valproate,0
dalfopristin,verapamil,0
dalfopristin,zileuton,0
danazol,delavirdine,0
danazol,diltiazem,0
danazol,erythromycin,0
danazol,fluoxetine,0
danazol,fluvoxamine,0
danazol,itraconazole,0
danazol,ketoconazole,0
danazol,loratadine,0
danazol,nefazodone,0
danazol,niacinamide,0
danazol,nicotinamide,0
danazol,protease inhibitors,0
danazol,propoxyphene,0
danazol,quinine,0
danazol,quinupristin,0
danazol,troleandomycin,0
danazol,valproate,0
danazol,verapamil,0
danazol,zileuton,0
delavirdine,diltiazem,0
delavirdine,erythromycin,0
delavirdine,fluoxetine,0
delavirdine,fluvoxamine,0
delavirdine,isoniazid,0
delavirdine,itraconazole,0
delavirdine,ketoconazole,0
delavirdine,loratadine,0
delavirdine,nefazodone,0
delavirdine,niacinamide,0
delavirdine,nicotinamide,0
delavirdine,protease inhibitors,0
delavirdine,propoxyphene,0
delavirdine,quinine,0
delavirdine,quinupristin,0
delavirdine,troleandomycin,0
delavirdine,valproate,0
delavirdine,verapamil,0
delavirdine,zileuton,0
diltiazem,erythromycin,0
diltiazem,fluoxetine,0
diltiazem,fluvoxamine,0
diltiazem,isoniazid,0
diltiazem,itraconazole,0
diltiazem,ketoconazole,0
diltiazem,loratadine,0
diltiazem,nefazodone,0
diltiazem,niacinamide,0
diltiazem,nicotinamide,0
diltiazem,protease inhibitors,0
diltiazem,propoxyphene,0
diltiazem,quinine,0
diltiazem,quinupristin,0
diltiazem,troleandomycin,0
diltiazem,valproate,0
diltiazem,verapamil,0
diltiazem,zileuton,0
erythromycin,fluoxetine,0
erythromycin,fluvoxamine,0
erythromycin,isoniazid,0
erythromycin,nefazodone,0
erythromycin,niacinamide,0
erythromycin,nicotinamide,0
erythromycin,protease inhibitors,0
erythromycin,propoxyphene,0
erythromycin,quinine,0
erythromycin,quinupristin,0
erythromycin,valproate,1
erythromycin,zileuton,0
fluoxetine,isoniazid,0
fluoxetine,itraconazole,0
fluoxetine,ketoconazole,0
fluoxetine,loratadine,0
fluoxetine,nefazodone,0
fluoxetine,niacinamide,0
fluoxetine,nicotinamide,0
fluoxetine,protease inhibitors,0
fluoxetine,quinine,0
fluoxetine,quinupristin,0
fluoxetine,troleandomycin,0
fluoxetine,valproate,0
fluoxetine,verapamil,0
fluoxetine,zileuton,0
fluvoxamine,isoniazid,0
fluvoxamine,itraconazole,0
fluvoxamine,ketoconazole,0
fluvoxamine,loratadine,0
fluvoxamine,nefazodone,0
fluvoxamine,niacinamide,0
fluvoxamine,nicotinamide,0
fluvoxamine,protease inhibitors,0
fluvoxamine,propoxyphene,0
fluvoxamine,quinine,0
fluvoxamine,quinupristin,0
fluvoxamine,troleandomycin,0
fluvoxamine,valproate,0
fluvoxamine,verapamil,0
fluvoxamine,zileuton,0
isoniazid,itraconazole,0
isoniazid,ketoconazole,0
isoniazid,loratadine,0
isoniazid,nefazodone,0
isoniazid,niacinamide,0
isoniazid,nicotinamide,0
isoniazid,protease inhibitors,0
isoniazid,propoxyphene,0
isoniazid,quinine,0
isoniazid,quinupristin,0
isoniazid,troleandomycin,0
isoniazid,verapamil,0
isoniazid,zileuton,0
itraconazole,ketoconazole,0
itraconazole,loratadine,0
itraconazole,niacinamide,0
itraconazole,nicotinamide,0
itraconazole,protease inhibitors,0
itraconazole,propoxyphene,0
itraconazole,quinine,0
itraconazole,quinupristin,0
itraconazole,valproate,0
itraconazole,verapamil,0
itraconazole,zileuton,0
ketoconazole,loratadine,0
ketoconazole,nefazodone,0
ketoconazole,niacinamide,0
ketoconazole,nicotinamide,0
ketoconazole,protease inhibitors,0
ketoconazole,propoxyphene,0
ketoconazole,quinine,0
ketoconazole,quinupristin,0
ketoconazole,troleandomycin,0
ketoconazole,valproate,0
ketoconazole,verapamil,0
ketoconazole,zileuton,0
loratadine,nefazodone,0
loratadine,niacinamide,0
loratadine,nicotinamide,0
loratadine,protease inhibitors,0
loratadine,propoxyphene,0
loratadine,quinine,0
loratadine,quinupristin,0
loratadine,troleandomycin,0
loratadine,valproate,0
loratadine,verapamil,0
loratadine,zileuton,0
nefazodone,niacinamide,0
nefazodone,nicotinamide,0
nefazodone,protease inhibitors,0
nefazodone,propoxyphene,0
nefazodone,quinine,0
nefazodone,quinupristin,0
nefazodone,valproate,0
nefazodone,verapamil,0
nefazodone,zileuton,0
niacinamide,nicotinamide,0
niacinamide,protease inhibitors,0
niacinamide,propoxyphene,0
niacinamide,quinine,0
niacinamide,quinupristin,0
niacinamide,troleandomycin,0
niacinamide,valproate,0
niacinamide,verapamil,0
niacinamide,zileuton,0
nicotinamide,protease inhibitors,0
nicotinamide,propoxyphene,0
nicotinamide,quinine,0
nicotinamide,quinupristin,0
nicotinamide,troleandomycin,0
nicotinamide,valproate,0
nicotinamide,verapamil,0
nicotinamide,zileuton,0
protease inhibitors,propoxyphene,0
protease inhibitors,quinine,0
protease inhibitors,quinupristin,0
protease inhibitors,troleandomycin,0
protease inhibitors,valproate,0
protease inhibitors,verapamil,0
protease inhibitors,zileuton,0
propoxyphene,quinine,0
propoxyphene,quinupristin,0
propoxyphene,troleandomycin,0
propoxyphene,valproate,0
propoxyphene,verapamil,0
propoxyphene,zileuton,0
quinine,quinupristin,0
quinine,troleandomycin,0
quinine,valproate,0
quinine,verapamil,0
quinine,zileuton,0
quinupristin,troleandomycin,0
quinupristin,valproate,0
quinupristin,verapamil,0
quinupristin,zileuton,0
troleandomycin,valproate,0
troleandomycin,verapamil,0
troleandomycin,zileuton,0
valproate,verapamil,0
valproate,zileuton,0
verapamil,zileuton,0
EQUETROTM,EQUETROTM,0
EQUETROTM,Cisplatin,1
EQUETROTM,doxorubicin HCL,1
EQUETROTM,felbamate,1
EQUETROTM,rifampin,1
EQUETROTM,phenobarbital,1
EQUETROTM,Phenytoin,1
EQUETROTM,primidone,1
EQUETROTM,methsuximide,1
EQUETROTM,theophylline,1
Cisplatin,doxorubicin HCL,0
Cisplatin,felbamate,0
Cisplatin,rifampin,0
Cisplatin,phenobarbital,0
Cisplatin,Phenytoin,0
Cisplatin,primidone,0
Cisplatin,methsuximide,0
Cisplatin,theophylline,0
Cisplatin,EQUETROTM,0
doxorubicin HCL,felbamate,0
doxorubicin HCL,rifampin,0
doxorubicin HCL,phenobarbital,0
doxorubicin HCL,Phenytoin,0
doxorubicin HCL,primidone,0
doxorubicin HCL,methsuximide,0
doxorubicin HCL,theophylline,0
doxorubicin HCL,EQUETROTM,0
felbamate,rifampin,0
felbamate,phenobarbital,0
felbamate,Phenytoin,0
felbamate,primidone,0
felbamate,methsuximide,0
felbamate,theophylline,0
felbamate,EQUETROTM,0
rifampin,Phenytoin,0
rifampin,primidone,0
rifampin,methsuximide,0
rifampin,EQUETROTM,0
phenobarbital,Phenytoin,0
phenobarbital,methsuximide,0
phenobarbital,theophylline,0
phenobarbital,EQUETROTM,0
Phenytoin,primidone,0
Phenytoin,methsuximide,0
Phenytoin,theophylline,0
Phenytoin,EQUETROTM,0
primidone,methsuximide,0
primidone,theophylline,0
primidone,EQUETROTM,0
methsuximide,theophylline,0
methsuximide,EQUETROTM,0
theophylline,EQUETROTM,0
EQUETROTM,Acetaminophen,1
EQUETROTM,alprazolam,1
EQUETROTM,amitriptyline,1
EQUETROTM,bupropion,1
EQUETROTM,buspirone,1
EQUETROTM,citalopram,1
EQUETROTM,clobazam,1
EQUETROTM,clonazepam,1
EQUETROTM,clozapine,1
EQUETROTM,cyclosporin,1
EQUETROTM,desipramine,1
EQUETROTM,diazepam,1
EQUETROTM,dicumarol,1
EQUETROTM,doxycycline,1
EQUETROTM,ethosuximide,1
EQUETROTM,felodipine,1
EQUETROTM,glucocorticoids,1
EQUETROTM,haloperidol,1
EQUETROTM,lamotrigine,1
EQUETROTM,levothyroxine,1
EQUETROTM,lorazepam,1
EQUETROTM,methadone,1
EQUETROTM,midazolam,1
EQUETROTM,mirtazapine,1
EQUETROTM,nortriptyline,1
EQUETROTM,olanzapine,1
EQUETROTM,contraceptives,1
EQUETROTM,oxcarbazepine,1
EQUETROTM,praziquantel,1
EQUETROTM,quetiapine,1
EQUETROTM,risperidone,1
EQUETROTM,topiramate,1
EQUETROTM,tiagabine,1
EQUETROTM,tramadol,1
EQUETROTM,triazolam,1
EQUETROTM,warfarin,1
EQUETROTM,ziprasidone,1
EQUETROTM,zonisamide,1
Acetaminophen,alprazolam,0
Acetaminophen,amitriptyline,0
Acetaminophen,bupropion,0
Acetaminophen,buspirone,0
Acetaminophen,citalopram,0
Acetaminophen,clobazam,0
Acetaminophen,clonazepam,0
Acetaminophen,clozapine,0
Acetaminophen,cyclosporin,0
Acetaminophen,delavirdine,0
Acetaminophen,desipramine,0
Acetaminophen,diazepam,0
Acetaminophen,dicumarol,0
Acetaminophen,doxycycline,0
Acetaminophen,ethosuximide,0
Acetaminophen,felbamate,0
Acetaminophen,felodipine,0
Acetaminophen,glucocorticoids,0
Acetaminophen,haloperidol,0
Acetaminophen,itraconazole,0
Acetaminophen,lamotrigine,0
Acetaminophen,levothyroxine,0
Acetaminophen,lorazepam,0
Acetaminophen,methadone,0
Acetaminophen,midazolam,0
Acetaminophen,mirtazapine,0
Acetaminophen,nortriptyline,0
Acetaminophen,olanzapine,0
Acetaminophen,contraceptives,0
Acetaminophen,oxcarbazepine,0
Acetaminophen,Phenytoin,0
Acetaminophen,praziquantel,0
Acetaminophen,protease inhibitors,0
Acetaminophen,quetiapine,0
Acetaminophen,risperidone,0
Acetaminophen,theophylline,0
Acetaminophen,topiramate,0
Acetaminophen,tiagabine,0
Acetaminophen,tramadol,0
Acetaminophen,triazolam,0
Acetaminophen,valproate,0
Acetaminophen,warfarin,0
Acetaminophen,ziprasidone,0
Acetaminophen,zonisamide,0
alprazolam,amitriptyline,0
alprazolam,bupropion,0
alprazolam,buspirone,0
alprazolam,citalopram,0
alprazolam,clobazam,0
alprazolam,clonazepam,0
alprazolam,clozapine,0
alprazolam,cyclosporin,0
alprazolam,delavirdine,0
alprazolam,desipramine,0
alprazolam,diazepam,0
alprazolam,dicumarol,0
alprazolam,doxycycline,0
alprazolam,ethosuximide,0
alprazolam,felbamate,0
alprazolam,felodipine,0
alprazolam,glucocorticoids,0
alprazolam,haloperidol,0
alprazolam,itraconazole,0
alprazolam,lamotrigine,0
alprazolam,levothyroxine,0
alprazolam,lorazepam,0
alprazolam,methadone,0
alprazolam,midazolam,0
alprazolam,mirtazapine,0
alprazolam,nortriptyline,0
alprazolam,olanzapine,0
alprazolam,contraceptives,0
alprazolam,oxcarbazepine,0
alprazolam,Phenytoin,0
alprazolam,praziquantel,0
alprazolam,protease inhibitors,0
alprazolam,quetiapine,0
alprazolam,risperidone,0
alprazolam,theophylline,0
alprazolam,topiramate,0
alprazolam,tiagabine,0
alprazolam,tramadol,0
alprazolam,valproate,0
alprazolam,warfarin,0
alprazolam,ziprasidone,0
alprazolam,zonisamide,0
amitriptyline,bupropion,0
amitriptyline,buspirone,0
amitriptyline,citalopram,0
amitriptyline,clobazam,0
amitriptyline,clonazepam,0
amitriptyline,clozapine,0
amitriptyline,cyclosporin,0
amitriptyline,delavirdine,0
amitriptyline,desipramine,0
amitriptyline,diazepam,0
amitriptyline,dicumarol,0
amitriptyline,doxycycline,0
amitriptyline,ethosuximide,0
amitriptyline,felbamate,0
amitriptyline,felodipine,0
amitriptyline,glucocorticoids,0
amitriptyline,haloperidol,0
amitriptyline,itraconazole,0
amitriptyline,lamotrigine,0
amitriptyline,levothyroxine,0
amitriptyline,lorazepam,0
amitriptyline,methadone,0
amitriptyline,midazolam,0
amitriptyline,mirtazapine,0
amitriptyline,nortriptyline,0
amitriptyline,olanzapine,0
amitriptyline,contraceptives,0
amitriptyline,oxcarbazepine,0
amitriptyline,Phenytoin,0
amitriptyline,praziquantel,0
amitriptyline,protease inhibitors,0
amitriptyline,quetiapine,0
amitriptyline,risperidone,0
amitriptyline,theophylline,0
amitriptyline,topiramate,0
amitriptyline,tiagabine,0
amitriptyline,tramadol,0
amitriptyline,triazolam,0
amitriptyline,valproate,0
amitriptyline,warfarin,0
amitriptyline,ziprasidone,0
amitriptyline,zonisamide,0
bupropion,buspirone,0
bupropion,citalopram,0
bupropion,clobazam,0
bupropion,clonazepam,0
bupropion,clozapine,0
bupropion,cyclosporin,0
bupropion,delavirdine,0
bupropion,diazepam,0
bupropion,dicumarol,0
bupropion,doxycycline,0
bupropion,ethosuximide,0
bupropion,felbamate,0
bupropion,felodipine,0
bupropion,glucocorticoids,0
bupropion,itraconazole,0
bupropion,lamotrigine,0
bupropion,levothyroxine,0
bupropion,lorazepam,0
bupropion,methadone,0
bupropion,midazolam,0
bupropion,mirtazapine,0
bupropion,olanzapine,0
bupropion,contraceptives,0
bupropion,oxcarbazepine,0
bupropion,Phenytoin,0
bupropion,praziquantel,0
bupropion,protease inhibitors,0
bupropion,quetiapine,0
bupropion,theophylline,0
bupropion,topiramate,0
bupropion,tiagabine,0
bupropion,tramadol,0
bupropion,triazolam,0
bupropion,valproate,0
bupropion,warfarin,0
bupropion,ziprasidone,0
bupropion,zonisamide,0
buspirone,citalopram,0
buspirone,clobazam,0
buspirone,clonazepam,0
buspirone,clozapine,0
buspirone,cyclosporin,0
buspirone,delavirdine,0
buspirone,desipramine,0
buspirone,diazepam,0
buspirone,dicumarol,0
buspirone,doxycycline,0
buspirone,ethosuximide,0
buspirone,felbamate,0
buspirone,felodipine,0
buspirone,glucocorticoids,0
buspirone,haloperidol,0
buspirone,itraconazole,0
buspirone,lamotrigine,0
buspirone,levothyroxine,0
buspirone,lorazepam,0
buspirone,methadone,0
buspirone,midazolam,0
buspirone,mirtazapine,0
buspirone,nortriptyline,0
buspirone,olanzapine,0
buspirone,contraceptives,0
buspirone,oxcarbazepine,0
buspirone,Phenytoin,0
buspirone,praziquantel,0
buspirone,protease inhibitors,0
buspirone,quetiapine,0
buspirone,risperidone,0
buspirone,theophylline,0
buspirone,topiramate,0
buspirone,tiagabine,0
buspirone,tramadol,0
buspirone,triazolam,0
buspirone,valproate,0
buspirone,warfarin,1
buspirone,ziprasidone,0
buspirone,zonisamide,0
citalopram,clobazam,0
citalopram,clonazepam,0
citalopram,clozapine,0
citalopram,cyclosporin,0
citalopram,delavirdine,0
citalopram,desipramine,0
citalopram,diazepam,0
citalopram,dicumarol,0
citalopram,doxycycline,0
citalopram,ethosuximide,0
citalopram,felbamate,0
citalopram,felodipine,0
citalopram,glucocorticoids,0
citalopram,haloperidol,0
citalopram,itraconazole,0
citalopram,lamotrigine,0
citalopram,levothyroxine,0
citalopram,lorazepam,0
citalopram,methadone,0
citalopram,midazolam,0
citalopram,mirtazapine,0
citalopram,nortriptyline,0
citalopram,olanzapine,0
citalopram,contraceptives,0
citalopram,oxcarbazepine,0
citalopram,Phenytoin,0
citalopram,praziquantel,0
citalopram,protease inhibitors,0
citalopram,quetiapine,0
citalopram,risperidone,0
citalopram,topiramate,0
citalopram,tiagabine,0
citalopram,tramadol,0
